lemma	status	detail
ilustrar	already_paired	ya estaba en el corpus
imantar	unresolved	sin equivalente ES seguro
imaxinar	already_paired	ya estaba en el corpus
imbar	unresolved	sin equivalente ES seguro
imbrar	unresolved	sin equivalente ES seguro
imbuír	already_paired	ya estaba en el corpus
imitar	already_paired	ya estaba en el corpus
impacientar	unresolved	sin equivalente ES seguro
impactar	added	apertium:impactar
impar	unresolved	sin equivalente ES seguro
impartir	already_paired	ya estaba en el corpus
impedir	already_paired	ya estaba en el corpus
impeler	unresolved	sin equivalente ES seguro
imperar	already_paired	ya estaba en el corpus
impermeabilizar	already_paired	ya estaba en el corpus
impetrar	unresolved	sin equivalente ES seguro
implantar	already_paired	ya estaba en el corpus
implicar	already_paired	ya estaba en el corpus
implorar	unresolved	sin equivalente ES seguro
impoñer	already_paired	ya estaba en el corpus
impor	already_paired	ya estaba en el corpus
importar	already_paired	ya estaba en el corpus
importunar	unresolved	sin equivalente ES seguro
imposibilitar	already_paired	ya estaba en el corpus
imprecar	unresolved	sin equivalente ES seguro
impregnar	already_paired	ya estaba en el corpus
imprentar	unresolved	sin equivalente ES seguro
impresionar	already_paired	ya estaba en el corpus
imprimar	unresolved	sin equivalente ES seguro
imprimir	already_paired	ya estaba en el corpus
improvisar	already_paired	ya estaba en el corpus
impugnar	already_paired	ya estaba en el corpus
impulsar	already_paired	ya estaba en el corpus
impurificar	unresolved	sin equivalente ES seguro
imputar	already_paired	ya estaba en el corpus
inar	unresolved	sin equivalente ES seguro
iñar	unresolved	sin equivalente ES seguro
inaugurar	already_paired	ya estaba en el corpus
incapacitar	unresolved	sin equivalente ES seguro
incardinar	unresolved	sin equivalente ES seguro
incautar	added	apertium:incautar
incendiar	already_paired	ya estaba en el corpus
incensar	unresolved	sin equivalente ES seguro
incentivar	already_paired	ya estaba en el corpus
inchar	already_paired	ya estaba en el corpus
incidir	already_paired	ya estaba en el corpus
incinerar	already_paired	ya estaba en el corpus
incinir	unresolved	sin equivalente ES seguro
incitar	already_paired	ya estaba en el corpus
inclinar	already_paired	ya estaba en el corpus
incluír	already_paired	ya estaba en el corpus
incoar	already_paired	ya estaba en el corpus
incomodar	already_paired	ya estaba en el corpus
incomunicar	already_paired	ya estaba en el corpus
incorporar	already_paired	ya estaba en el corpus
incorrer	already_paired	ya estaba en el corpus
incrementar	already_paired	ya estaba en el corpus
increpar	already_paired	ya estaba en el corpus
incriminar	already_paired	ya estaba en el corpus
incrustar	already_paired	ya estaba en el corpus
incubar	unresolved	sin equivalente ES seguro
inculcar	already_paired	ya estaba en el corpus
inculpar	already_paired	ya estaba en el corpus
incumbir	already_paired	ya estaba en el corpus
incumprir	already_paired	ya estaba en el corpus
indagar	already_paired	ya estaba en el corpus
indemnizar	already_paired	ya estaba en el corpus
independizar	already_paired	ya estaba en el corpus
indexar	unresolved	sin equivalente ES seguro
indicar	already_paired	ya estaba en el corpus
indignar	already_paired	ya estaba en el corpus
indispoñer	unresolved	sin equivalente ES seguro
indispor	unresolved	sin equivalente ES seguro
individualizar	already_paired	ya estaba en el corpus
indixestar	unresolved	sin equivalente ES seguro
inducir	already_paired	ya estaba en el corpus
indultar	unresolved	sin equivalente ES seguro
industrializar	unresolved	sin equivalente ES seguro
infamar	unresolved	sin equivalente ES seguro
infatuar	unresolved	sin equivalente ES seguro
infectar	already_paired	ya estaba en el corpus
inferir	already_paired	ya estaba en el corpus
infestar	already_paired	ya estaba en el corpus
infibular	unresolved	sin equivalente ES seguro
infiltrar	already_paired	ya estaba en el corpus
inflamar	unresolved	sin equivalente ES seguro
inflar	already_paired	ya estaba en el corpus
inflexionar	unresolved	sin equivalente ES seguro
inflixir	already_paired	ya estaba en el corpus
influenciar	already_paired	ya estaba en el corpus
influír	already_paired	ya estaba en el corpus
informar	already_paired	ya estaba en el corpus
informatizar	already_paired	ya estaba en el corpus
infrinxir	already_paired	ya estaba en el corpus
infundir	unresolved	sin equivalente ES seguro
ingresar	already_paired	ya estaba en el corpus
ingrir	unresolved	sin equivalente ES seguro
ingurxitar	unresolved	sin equivalente ES seguro
inhabilitar	already_paired	ya estaba en el corpus
inhalar	already_paired	ya estaba en el corpus
inhibir	already_paired	ya estaba en el corpus
inhumar	already_paired	ya estaba en el corpus
iniciar	already_paired	ya estaba en el corpus
inmigrar	unresolved	sin equivalente ES seguro
inmiscir	already_paired	ya estaba en el corpus
inmiscuír	unresolved	sin equivalente ES seguro
inmobilizar	already_paired	ya estaba en el corpus
inmolar	already_paired	ya estaba en el corpus
inmortalizar	unresolved	sin equivalente ES seguro
inmunizar	unresolved	sin equivalente ES seguro
inmutar	added	apertium:inmutar
innervar	unresolved	sin equivalente ES seguro
innovar	already_paired	ya estaba en el corpus
inocular	unresolved	sin equivalente ES seguro
inquietar	already_paired	ya estaba en el corpus
inquirir	already_paired	ya estaba en el corpus
insalivar	unresolved	sin equivalente ES seguro
inscribir	already_paired	ya estaba en el corpus
insculpir	unresolved	sin equivalente ES seguro
inseminar	unresolved	sin equivalente ES seguro
insensibilizar	unresolved	sin equivalente ES seguro
inserir	already_paired	ya estaba en el corpus
insidiar	unresolved	sin equivalente ES seguro
insinuar	already_paired	ya estaba en el corpus
insistir	already_paired	ya estaba en el corpus
insonorizar	unresolved	sin equivalente ES seguro
inspeccionar	already_paired	ya estaba en el corpus
inspirar	already_paired	ya estaba en el corpus
instalar	already_paired	ya estaba en el corpus
instar	already_paired	ya estaba en el corpus
instaurar	already_paired	ya estaba en el corpus
instigar	unresolved	sin equivalente ES seguro
instilar	unresolved	sin equivalente ES seguro
institucionalizar	already_paired	ya estaba en el corpus
instituír	unresolved	sin equivalente ES seguro
instruír	already_paired	ya estaba en el corpus
instrumentalizar	unresolved	sin equivalente ES seguro
instrumentar	unresolved	sin equivalente ES seguro
insubordinar	unresolved	sin equivalente ES seguro
insuflar	unresolved	sin equivalente ES seguro
insultar	already_paired	ya estaba en el corpus
insurxir	unresolved	sin equivalente ES seguro
integrar	already_paired	ya estaba en el corpus
intelectualizar	unresolved	sin equivalente ES seguro
intensificar	already_paired	ya estaba en el corpus
intentar	already_paired	ya estaba en el corpus
intercalar	unresolved	sin equivalente ES seguro
intercambiar	already_paired	ya estaba en el corpus
interceder	unresolved	sin equivalente ES seguro
interceptar	already_paired	ya estaba en el corpus
interesar	already_paired	ya estaba en el corpus
interferir	already_paired	ya estaba en el corpus
interfoliar	unresolved	sin equivalente ES seguro
interiorizar	unresolved	sin equivalente ES seguro
internacionalizar	unresolved	sin equivalente ES seguro
internar	already_paired	ya estaba en el corpus
interpelar	already_paired	ya estaba en el corpus
interpolar	unresolved	sin equivalente ES seguro
interpoñer	already_paired	ya estaba en el corpus
interpor	already_paired	ya estaba en el corpus
interpretar	already_paired	ya estaba en el corpus
interrogar	already_paired	ya estaba en el corpus
interromper	already_paired	ya estaba en el corpus
intervalar	unresolved	sin equivalente ES seguro
intervir	already_paired	ya estaba en el corpus
intimar	unresolved	sin equivalente ES seguro
intimidar	already_paired	ya estaba en el corpus
intitular	unresolved	sin equivalente ES seguro
intoxicar	already_paired	ya estaba en el corpus
intranquilizar	unresolved	sin equivalente ES seguro
intricar	unresolved	sin equivalente ES seguro
intrigar	unresolved	sin equivalente ES seguro
intrincar	unresolved	sin equivalente ES seguro
introducir	already_paired	ya estaba en el corpus
intubar	unresolved	sin equivalente ES seguro
intuír	already_paired	ya estaba en el corpus
inundar	already_paired	ya estaba en el corpus
inutilizar	unresolved	sin equivalente ES seguro
invadir	already_paired	ya estaba en el corpus
invalidar	already_paired	ya estaba en el corpus
invaxinar	unresolved	sin equivalente ES seguro
inventar	already_paired	ya estaba en el corpus
inventariar	unresolved	sin equivalente ES seguro
invernar	unresolved	sin equivalente ES seguro
inverter	already_paired	ya estaba en el corpus
investigar	already_paired	ya estaba en el corpus
investir	already_paired	ya estaba en el corpus
inveterar	unresolved	sin equivalente ES seguro
invitar	already_paired	ya estaba en el corpus
invocar	already_paired	ya estaba en el corpus
involucrar	already_paired	ya estaba en el corpus
inxectar	already_paired	ya estaba en el corpus
inxerir	already_paired	ya estaba en el corpus
inxertar	unresolved	sin equivalente ES seguro
inxuriar	added	apertium:injuriar
inzar	unresolved	sin equivalente ES seguro
ionizar	unresolved	sin equivalente ES seguro
ir	already_paired	ya estaba en el corpus
irar	added	apertium:irar
irisar	unresolved	sin equivalente ES seguro
irmandar	unresolved	sin equivalente ES seguro
ironizar	already_paired	ya estaba en el corpus
irradiar	already_paired	ya estaba en el corpus
irrigar	unresolved	sin equivalente ES seguro
irritar	already_paired	ya estaba en el corpus
irrogar	unresolved	sin equivalente ES seguro
irromper	already_paired	ya estaba en el corpus
isca	unresolved	sin equivalente ES seguro
iscar	unresolved	sin equivalente ES seguro
islamizar	unresolved	sin equivalente ES seguro
italianizar	unresolved	sin equivalente ES seguro
izar	added	apertium:izar
kV	unresolved	sin equivalente ES seguro
labarear	unresolved	sin equivalente ES seguro
labializar	unresolved	sin equivalente ES seguro
labrar	already_paired	ya estaba en el corpus
lacar	unresolved	sin equivalente ES seguro
lacazanear	unresolved	sin equivalente ES seguro
laceirar	unresolved	sin equivalente ES seguro
lacerar	unresolved	sin equivalente ES seguro
lacrar	unresolved	sin equivalente ES seguro
ladear	unresolved	sin equivalente ES seguro
ladrar	already_paired	ya estaba en el corpus
ladrillar	unresolved	sin equivalente ES seguro
ladroar	unresolved	sin equivalente ES seguro
lagrimexar	unresolved	sin equivalente ES seguro
laiar	unresolved	sin equivalente ES seguro
laicizar	unresolved	sin equivalente ES seguro
lamber	unresolved	sin equivalente ES seguro
lambetar	unresolved	sin equivalente ES seguro
lambiscar	unresolved	sin equivalente ES seguro
lamentar	already_paired	ya estaba en el corpus
laminar	unresolved	sin equivalente ES seguro
lañar	unresolved	sin equivalente ES seguro
landrear	unresolved	sin equivalente ES seguro
languidecer	unresolved	sin equivalente ES seguro
lanxir	unresolved	sin equivalente ES seguro
lanzar	already_paired	ya estaba en el corpus
lapar	unresolved	sin equivalente ES seguro
laparear	unresolved	sin equivalente ES seguro
lapear	unresolved	sin equivalente ES seguro
lapexar	unresolved	sin equivalente ES seguro
lapidar	unresolved	sin equivalente ES seguro
lapiñar	unresolved	sin equivalente ES seguro
larapetar	unresolved	sin equivalente ES seguro
larbear	unresolved	sin equivalente ES seguro
laretar	unresolved	sin equivalente ES seguro
larexar	unresolved	sin equivalente ES seguro
larfar	unresolved	sin equivalente ES seguro
largar	already_paired	ya estaba en el corpus
laricar	unresolved	sin equivalente ES seguro
larpar	unresolved	sin equivalente ES seguro
lascar	unresolved	sin equivalente ES seguro
lastrar	already_paired	ya estaba en el corpus
latar	unresolved	sin equivalente ES seguro
latexar	already_paired	ya estaba en el corpus
latinizar	unresolved	sin equivalente ES seguro
latir	already_paired	ya estaba en el corpus
latricar	unresolved	sin equivalente ES seguro
laudar	already_paired	ya estaba en el corpus
laurear	already_paired	ya estaba en el corpus
lavar	already_paired	ya estaba en el corpus
lazar	unresolved	sin equivalente ES seguro
lear	already_paired	ya estaba en el corpus
legalizar	already_paired	ya estaba en el corpus
legar	already_paired	ya estaba en el corpus
legrar	unresolved	sin equivalente ES seguro
leidar	unresolved	sin equivalente ES seguro
leirar	unresolved	sin equivalente ES seguro
lembrar	already_paired	ya estaba en el corpus
lepear	unresolved	sin equivalente ES seguro
ler	already_paired	ya estaba en el corpus
leriar	unresolved	sin equivalente ES seguro
lesionar	already_paired	ya estaba en el corpus
levantar	already_paired	ya estaba en el corpus
levar	already_paired	ya estaba en el corpus
levedar	unresolved	sin equivalente ES seguro
levedecer	unresolved	sin equivalente ES seguro
levigar	unresolved	sin equivalente ES seguro
levitar	unresolved	sin equivalente ES seguro
lexicalizar	unresolved	sin equivalente ES seguro
lexislar	already_paired	ya estaba en el corpus
lexitimar	already_paired	ya estaba en el corpus
liar	unresolved	sin equivalente ES seguro
libar	unresolved	sin equivalente ES seguro
liberalizar	unresolved	sin equivalente ES seguro
liberar	already_paired	ya estaba en el corpus
librar	already_paired	ya estaba en el corpus
licenciar	already_paired	ya estaba en el corpus
licitar	already_paired	ya estaba en el corpus
licuar	unresolved	sin equivalente ES seguro
lidar	already_paired	ya estaba en el corpus
liderar	already_paired	ya estaba en el corpus
ligar	already_paired	ya estaba en el corpus
lignificar	unresolved	sin equivalente ES seguro
limar	already_paired	ya estaba en el corpus
limitar	already_paired	ya estaba en el corpus
limpar	already_paired	ya estaba en el corpus
linchar	already_paired	ya estaba en el corpus
lindar	unresolved	sin equivalente ES seguro
liofilizar	unresolved	sin equivalente ES seguro
liquidar	already_paired	ya estaba en el corpus
liscar	already_paired	ya estaba en el corpus
listar	unresolved	sin equivalente ES seguro
litigar	unresolved	sin equivalente ES seguro
litografar	unresolved	sin equivalente ES seguro
lixar	unresolved	sin equivalente ES seguro
lizar	unresolved	sin equivalente ES seguro
loar	already_paired	ya estaba en el corpus
localizar	already_paired	ya estaba en el corpus
lograr	already_paired	ya estaba en el corpus
loiar	unresolved	sin equivalente ES seguro
loitar	already_paired	ya estaba en el corpus
lolear	unresolved	sin equivalente ES seguro
lombar	unresolved	sin equivalente ES seguro
londrir	unresolved	sin equivalente ES seguro
lorar	unresolved	sin equivalente ES seguro
losquear	already_paired	ya estaba en el corpus
lostregar	unresolved	sin equivalente ES seguro
louquear	already_paired	ya estaba en el corpus
